outlet_id,region,outlet_size,population_density,number_of_skus_sold,average_household_income
outlet_code_1661,western,902,1603,27,95173
outlet_code_1662,western,749,1298,22,79907
outlet_code_1663,western,1403,2606,45,145325
outlet_code_1664,western,1177,2154,37,122678
outlet_code_1665,western,914,1628,27,96417
outlet_code_1666,outstation,2111,306,11,52785
outlet_code_1667,outstation,357,139,18,89158
outlet_code_1668,outstation,1476,293,18,88818
outlet_code_1669,outstation,1525,299,18,91230
outlet_code_1670,outstation,809,213,11,55436
outlet_code_1671,outstation,1046,242,13,67313
outlet_code_1672,outstation,820,214,11,56023
outlet_code_1673,outstation,796,211,11,54784
outlet_code_1674,outstation,1265,268,16,78227
outlet_code_1675,outstation,1361,279,17,83027
outlet_code_1676,outstation,1092,247,14,69596
outlet_code_1677,outstation,1379,281,17,83945
outlet_code_1678,outstation,1568,304,19,93413
outlet_code_1679,outstation,1332,276,16,81611
outlet_code_1680,outstation,724,203,10,51204
outlet_code_1681,upcountry,270,370,15,40510
outlet_code_1682,upcountry,1352,415,23,49563
outlet_code_1683,upcountry,1244,404,21,46314
outlet_code_1684,western,2118,2035,22,80887
outlet_code_1685,western,342,2924,41,145803
outlet_code_1686,western,948,1695,29,99768
outlet_code_1687,western,1675,3150,54,172501
outlet_code_1688,western,1140,2081,35,119038
outlet_code_1689,western,1137,2075,35,118735
outlet_code_1690,western,751,1302,22,80119
outlet_code_1691,outstation,2348,317,12,58702
outlet_code_1692,outstation,331,133,17,82823
outlet_code_1693,outstation,275,119,14,68870
outlet_code_1694,outstation,220,105,11,55108
outlet_code_1695,outstation,826,215,11,56293
outlet_code_1696,outstation,1067,244,14,68374
outlet_code_1697,outstation,1622,311,19,96114
outlet_code_1698,outstation,1331,276,16,81557
outlet_code_1699,outstation,1645,313,19,97260
outlet_code_1700,upcountry,243,343,13,36508
outlet_code_1701,upcountry,1695,449,30,59835
outlet_code_1702,upcountry,867,367,13,35007
outlet_code_1703,western,3930,5660,59,171489
outlet_code_1704,western,215,1018,22,82274
outlet_code_1705,western,1160,2119,36,120975
outlet_code_1706,western,843,1487,25,89335
outlet_code_1707,western,1072,1945,33,112237
outlet_code_1708,western,1538,2876,49,158821
outlet_code_1709,western,1478,2756,47,152782
outlet_code_1710,western,1124,2048,35,117408
outlet_code_1711,outstation,3483,374,17,87064
outlet_code_1712,outstation,2064,303,10,51608
outlet_code_1713,outstation,400,150,20,99958
outlet_code_1714,outstation,875,221,12,58740
outlet_code_1715,outstation,1037,240,13,66830
outlet_code_1716,outstation,1306,273,16,80313
outlet_code_1717,outstation,1500,296,18,89982
outlet_code_1718,outstation,1047,242,13,67353
outlet_code_1719,outstation,1022,239,13,66109
outlet_code_1720,outstation,1197,260,15,74862
outlet_code_1721,upcountry,2907,541,21,43610
outlet_code_1722,upcountry,1147,395,19,43414
outlet_code_1723,upcountry,1013,381,16,39400
outlet_code_1724,upcountry,1301,410,22,48041
outlet_code_1725,upcountry,1125,393,19,42758
outlet_code_1726,upcountry,1449,425,25,52472
outlet_code_1727,western,3705,5211,54,160268
outlet_code_1728,western,3987,5774,60,174342
outlet_code_1729,western,319,2592,38,134745
outlet_code_1730,western,398,3772,50,174070
outlet_code_1731,western,322,2635,38,136151
outlet_code_1732,western,880,1561,26,93031
outlet_code_1733,western,972,1745,30,102234
outlet_code_1734,western,1174,2148,37,122416
outlet_code_1735,western,1399,2599,44,144944
outlet_code_1736,western,1175,2150,37,122479
outlet_code_1737,western,1254,2308,39,130422
outlet_code_1738,outstation,2113,306,11,52814
outlet_code_1739,outstation,266,117,13,66560
outlet_code_1740,outstation,281,120,14,70188
outlet_code_1741,outstation,293,123,15,73338
outlet_code_1742,outstation,1452,290,18,87613
outlet_code_1743,upcountry,3426,593,28,51391
outlet_code_1744,upcountry,256,356,14,38374
outlet_code_1745,upcountry,1640,444,29,58215
outlet_code_1746,western,3823,5447,56,166174
outlet_code_1747,western,2847,3495,37,117365
outlet_code_1748,western,1693,3186,55,174287
outlet_code_1749,western,879,1558,26,92877
outlet_code_1750,western,946,1691,29,99567
outlet_code_1751,western,1284,2367,40,133361
outlet_code_1752,outstation,329,132,16,82303
outlet_code_1753,outstation,215,104,11,53729
outlet_code_1754,outstation,1627,311,19,96343
outlet_code_1755,outstation,1416,286,17,85814
outlet_code_1756,outstation,1129,252,14,71464
outlet_code_1757,outstation,1035,240,13,66738
outlet_code_1758,outstation,912,225,12,60605
outlet_code_1759,outstation,1666,316,20,98286
outlet_code_1760,upcountry,2276,478,13,34136
outlet_code_1761,upcountry,364,464,22,54667
outlet_code_1762,upcountry,262,362,15,39285
outlet_code_1763,upcountry,1496,430,26,53874
outlet_code_1764,western,2016,1833,20,75823
outlet_code_1765,western,3802,5405,56,165113
outlet_code_1766,western,399,3787,50,174563
outlet_code_1767,western,809,1417,24,85867
outlet_code_1768,western,1525,2850,49,157516
outlet_code_1769,western,1581,2963,51,163136
outlet_code_1770,outstation,2048,302,10,51193
outlet_code_1771,outstation,3002,350,15,75047
outlet_code_1772,outstation,254,113,13,63455
outlet_code_1773,outstation,212,103,11,53055
outlet_code_1774,outstation,203,101,10,50779
outlet_code_1775,outstation,1087,246,14,69327
outlet_code_1776,outstation,1461,291,18,88052
outlet_code_1777,outstation,1048,242,13,67406
outlet_code_1778,outstation,1351,278,17,82550
outlet_code_1779,outstation,1694,319,20,99692
outlet_code_1780,outstation,1258,267,16,77918
outlet_code_1781,outstation,1344,277,16,82195
outlet_code_1782,upcountry,1129,393,19,42876
outlet_code_1783,upcountry,1535,434,27,55062
outlet_code_1784,western,1604,3008,52,165418
outlet_code_1785,western,1427,2653,45,147674
outlet_code_1786,western,1065,1930,33,111498
outlet_code_1787,western,1391,2581,44,144055
outlet_code_1788,western,705,1211,20,75535
outlet_code_1789,outstation,3330,366,17,83244
outlet_code_1790,outstation,3367,368,17,84163
outlet_code_1791,outstation,271,118,14,67869
outlet_code_1792,outstation,1556,303,19,92809
outlet_code_1793,outstation,812,213,11,55623
outlet_code_1794,outstation,951,230,13,62548
outlet_code_1795,outstation,1502,296,18,90108
outlet_code_1796,outstation,729,203,10,51448
outlet_code_1797,upcountry,1535,434,27,55060
outlet_code_1798,western,393,3693,49,171422
outlet_code_1799,western,265,1778,30,107615
outlet_code_1800,western,1013,1825,31,106266
outlet_code_1801,western,838,1476,25,88822
outlet_code_1802,western,1250,2300,39,129983
outlet_code_1803,outstation,3309,365,17,82726
outlet_code_1804,outstation,291,123,15,72770
outlet_code_1805,outstation,201,100,10,50311
outlet_code_1806,outstation,333,133,17,83179
outlet_code_1807,outstation,1267,268,16,78336
outlet_code_1808,outstation,890,223,12,59485
outlet_code_1809,outstation,939,229,12,61945
outlet_code_1810,outstation,1319,274,16,80942
outlet_code_1811,outstation,1333,276,16,81663
outlet_code_1812,upcountry,322,422,19,48310
outlet_code_1813,upcountry,1348,415,23,49438
outlet_code_1814,upcountry,970,377,15,38085
outlet_code_1815,upcountry,1660,446,29,58814
outlet_code_1816,upcountry,849,365,13,34462
outlet_code_1817,western,2622,3044,32,106110
outlet_code_1818,western,3647,5094,53,157345
outlet_code_1819,western,2949,3699,39,122464
outlet_code_1820,western,218,1072,23,84078
outlet_code_1821,western,244,1456,27,96857
outlet_code_1822,western,307,2408,36,128591
outlet_code_1823,western,316,2536,37,132863
outlet_code_1824,western,289,2141,33,119714
outlet_code_1825,western,1589,2978,51,163911
outlet_code_1826,western,1439,2677,46,148868
outlet_code_1827,western,702,1205,20,75234
outlet_code_1828,outstation,3102,355,16,77543
outlet_code_1829,outstation,256,114,13,63958
outlet_code_1830,outstation,318,129,16,79383
outlet_code_1831,outstation,333,133,17,83160
outlet_code_1832,outstation,789,211,11,54433
outlet_code_1833,outstation,1667,316,20,98328
outlet_code_1834,outstation,1519,298,18,90947
outlet_code_1835,upcountry,1129,393,19,42867
outlet_code_1836,upcountry,1583,438,28,56495
outlet_code_1837,upcountry,900,370,14,35993
outlet_code_1838,upcountry,1484,428,26,53514
outlet_code_1839,western,3612,5025,52,155615
outlet_code_1840,western,317,2556,38,133539
outlet_code_1841,western,208,919,21,78951
outlet_code_1842,western,1029,1857,32,107860
outlet_code_1843,western,1610,3020,52,165982
outlet_code_1844,western,822,1444,24,87200
outlet_code_1845,western,1613,3027,52,166333
outlet_code_1846,western,1121,2041,35,117068
outlet_code_1847,western,1464,2727,47,151374
outlet_code_1848,outstation,3403,370,17,85077
outlet_code_1849,outstation,311,128,16,77782
outlet_code_1850,outstation,1201,260,15,75034
outlet_code_1851,outstation,1104,249,14,70221
outlet_code_1852,upcountry,1244,404,21,46310
outlet_code_1853,upcountry,786,359,12,32570
outlet_code_1854,western,399,3789,50,174639
outlet_code_1855,western,376,3444,46,163147
outlet_code_1856,western,1064,1927,33,111358
outlet_code_1857,western,1471,2742,47,152109
outlet_code_1858,western,1200,2200,38,125019
outlet_code_1859,outstation,3224,361,16,80600
outlet_code_1860,outstation,2608,330,13,65192
outlet_code_1861,outstation,336,134,17,84097
outlet_code_1862,outstation,723,203,10,51133
outlet_code_1863,outstation,1086,246,14,69315
outlet_code_1864,outstation,1445,289,17,87259
outlet_code_1865,upcountry,3431,593,28,51472
outlet_code_1866,upcountry,1263,406,21,46901
outlet_code_1867,upcountry,1262,406,21,46874
outlet_code_1868,western,3059,3917,41,127929
outlet_code_1869,western,1181,2162,37,123098
outlet_code_1870,western,927,1654,28,97715
outlet_code_1871,western,1163,2126,36,121276
outlet_code_1872,western,991,1782,30,104111
outlet_code_1873,western,1404,2607,45,145353
outlet_code_1874,western,844,1488,25,89406
outlet_code_1875,western,1010,1820,31,106018
outlet_code_1876,outstation,3033,352,15,75824
outlet_code_1877,outstation,302,126,15,75584
outlet_code_1878,outstation,319,130,16,79655
outlet_code_1879,outstation,1475,293,18,88740
outlet_code_1880,outstation,1079,245,14,68927
outlet_code_1881,outstation,1115,250,14,70743
outlet_code_1882,outstation,1037,240,13,66870
outlet_code_1883,outstation,794,211,11,54712
outlet_code_1884,outstation,704,200,10,50190
outlet_code_1885,outstation,1189,259,15,74473
outlet_code_1886,outstation,785,210,11,54267
outlet_code_1887,outstation,1360,279,17,82995
outlet_code_1888,upcountry,306,406,18,45879
outlet_code_1889,upcountry,205,305,10,30776
outlet_code_1890,upcountry,821,362,12,33629
outlet_code_1891,upcountry,1632,443,29,57951
outlet_code_1892,western,747,1294,22,79712
outlet_code_1893,western,982,1764,30,103218
outlet_code_1894,western,1112,2024,34,116216
outlet_code_1895,western,1060,1920,33,110976
outlet_code_1896,western,1691,3183,55,174139
outlet_code_1897,western,923,1645,28,97269
outlet_code_1898,outstation,3516,376,18,87893
outlet_code_1899,outstation,3724,386,19,93110
outlet_code_1900,outstation,374,144,19,93582
outlet_code_1901,outstation,747,206,10,52371
outlet_code_1902,outstation,1077,245,14,68867
outlet_code_1903,outstation,1470,292,18,88518
outlet_code_1904,outstation,914,226,12,60718
outlet_code_1905,upcountry,3657,616,31,54855
outlet_code_1906,upcountry,3242,574,26,48634
outlet_code_1907,upcountry,239,339,13,35812
outlet_code_1908,upcountry,1401,420,24,51034
outlet_code_1909,upcountry,783,358,12,32503
outlet_code_1910,upcountry,1233,403,21,45982
outlet_code_1911,western,3840,5479,57,166976
outlet_code_1912,western,390,3648,48,169921
outlet_code_1913,western,339,2889,41,144619
outlet_code_1914,western,916,1632,28,96587
outlet_code_1915,western,1661,3122,54,171093
outlet_code_1916,western,898,1596,27,94786
outlet_code_1917,western,1225,2249,38,127457
outlet_code_1918,western,859,1519,26,90943
outlet_code_1919,western,1689,3179,55,173926
outlet_code_1920,western,1528,2856,49,157799
outlet_code_1921,outstation,3186,359,16,79648
outlet_code_1922,outstation,2151,308,11,53765
outlet_code_1923,outstation,319,130,16,79871
outlet_code_1924,outstation,352,138,18,88000
outlet_code_1925,outstation,1313,274,16,80655
outlet_code_1926,outstation,1033,240,13,66661
outlet_code_1927,outstation,847,218,11,57364
outlet_code_1928,outstation,1106,249,14,70277
outlet_code_1929,outstation,1576,305,19,93793
outlet_code_1930,outstation,1095,247,14,69774
outlet_code_1931,outstation,1458,291,18,87885
outlet_code_1932,outstation,1647,314,19,97371
outlet_code_1933,outstation,1192,259,15,74575
outlet_code_1934,upcountry,890,369,14,35708
outlet_code_1935,western,2107,2014,22,80345
outlet_code_1936,western,2047,1893,21,77337
outlet_code_1937,western,263,1747,29,106553
outlet_code_1938,western,1221,2242,38,127110
outlet_code_1939,western,977,1753,30,102668
outlet_code_1940,western,1097,1995,34,114735
outlet_code_1941,western,746,1292,22,79588
outlet_code_1942,western,1046,1891,32,109550
outlet_code_1943,western,1216,2232,38,126597
outlet_code_1944,western,1515,2830,49,156493
outlet_code_1945,outstation,2680,334,13,67001
outlet_code_1946,outstation,291,123,15,72685
outlet_code_1947,outstation,823,215,11,56129
outlet_code_1948,outstation,811,213,11,55544
outlet_code_1949,outstation,1487,294,18,89328
outlet_code_1950,outstation,1196,259,15,74791
outlet_code_1951,outstation,822,215,11,56076
outlet_code_1952,outstation,843,217,11,57167
outlet_code_1953,upcountry,1243,404,21,46284
outlet_code_1954,western,3697,5193,54,159827
outlet_code_1955,western,287,2110,33,118661
outlet_code_1956,western,1033,1866,32,108303
outlet_code_1957,western,836,1472,25,88586
outlet_code_1958,outstation,2361,318,12,59025
outlet_code_1959,outstation,2144,307,11,53595
outlet_code_1960,outstation,2098,305,10,52447
outlet_code_1961,outstation,2623,331,13,65569
outlet_code_1962,outstation,350,138,18,87590
outlet_code_1963,outstation,393,148,20,98334
outlet_code_1964,outstation,314,129,16,78539
outlet_code_1965,outstation,1308,273,16,80396
outlet_code_1966,outstation,1409,285,17,85458
outlet_code_1967,outstation,968,232,13,63412
outlet_code_1968,outstation,1594,307,19,94689
outlet_code_1969,outstation,1308,273,16,80399
outlet_code_1970,outstation,1120,250,14,71022
outlet_code_1971,outstation,1664,316,20,98202
outlet_code_1972,upcountry,2212,471,13,33180
outlet_code_1973,western,342,2936,41,146197
outlet_code_1974,western,325,2678,39,137615
outlet_code_1975,western,1144,2088,36,119377
outlet_code_1976,western,1164,2127,36,121367
outlet_code_1977,western,1215,2230,38,126501
outlet_code_1978,western,1082,1965,33,113239
outlet_code_1979,western,945,1690,29,99476
outlet_code_1980,outstation,2592,330,13,64796
outlet_code_1981,outstation,3034,352,15,75846
outlet_code_1982,outstation,2575,329,13,64373
outlet_code_1983,outstation,1244,265,15,77177
outlet_code_1984,outstation,1173,257,15,73631
outlet_code_1985,outstation,903,224,12,60169
outlet_code_1986,outstation,1516,298,18,90805
outlet_code_1987,outstation,757,207,11,52830
outlet_code_1988,outstation,909,225,12,60453
outlet_code_1989,outstation,1045,241,13,67269
outlet_code_1990,outstation,1148,254,14,72423
outlet_code_1991,outstation,953,230,13,62669
outlet_code_1992,outstation,1436,288,17,86788
outlet_code_1993,outstation,970,232,13,63498
outlet_code_1994,outstation,1301,272,16,80052
outlet_code_1995,outstation,1044,241,13,67194
outlet_code_1996,outstation,1621,310,19,96041
outlet_code_1997,upcountry,1583,438,28,56487
outlet_code_1998,western,3399,4598,48,144943
outlet_code_1999,western,313,2496,37,131537
outlet_code_2000,western,1398,2595,44,144762
outlet_code_2001,western,1430,2661,46,148042
outlet_code_2002,western,1216,2233,38,126633
outlet_code_2003,western,1382,2564,44,143224
outlet_code_2004,western,1421,2643,45,147128
outlet_code_2005,western,863,1527,26,91343
outlet_code_2006,outstation,3125,356,16,78134
outlet_code_2007,outstation,3659,383,18,91478
outlet_code_2008,outstation,237,109,12,59146
outlet_code_2009,outstation,279,120,14,69766
outlet_code_2010,outstation,275,119,14,68660
outlet_code_2011,outstation,1241,265,15,77034
outlet_code_2012,outstation,1059,243,14,67945
outlet_code_2013,outstation,1693,319,20,99640
outlet_code_2014,outstation,1211,261,15,75528
outlet_code_2015,outstation,1394,283,17,84716
outlet_code_2016,outstation,840,217,11,56978
outlet_code_2017,outstation,1187,258,15,74371
outlet_code_2018,outstation,1435,288,17,86729
outlet_code_2019,upcountry,400,500,25,59957
outlet_code_2020,upcountry,1318,412,22,48544
outlet_code_2021,upcountry,1613,441,28,57393
outlet_code_2022,western,2702,3203,34,110081
outlet_code_2023,western,379,3487,47,164567
outlet_code_2024,western,799,1398,23,84907
outlet_code_2025,western,1110,2021,34,116037
outlet_code_2026,western,1521,2843,49,157136
outlet_code_2027,western,911,1623,27,96128
outlet_code_2028,western,1072,1944,33,112197
outlet_code_2029,outstation,3576,379,18,89400
outlet_code_2030,outstation,2900,345,14,72495
outlet_code_2031,outstation,325,131,16,81337
outlet_code_2032,outstation,248,112,12,61971
outlet_code_2033,outstation,352,138,18,88107
outlet_code_2034,outstation,1257,267,16,77842
outlet_code_2035,outstation,791,211,11,54529
outlet_code_2036,outstation,1210,261,15,75520
outlet_code_2037,outstation,742,205,10,52087
